mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08811888694763184,0.02806919307633897,0.00807814598083496,0.005711913321344881,0.001,{'C': 0.001},0.2737369337979094,0.1800595238095238,0.17587209302325582,0.17587209302325582,0.2593023255813953,0.212968593847068,0.04398843819525268,7
0.06731762886047363,0.0072513557513898316,0.004678964614868164,0.0010902230370309666,0.01,{'C': 0.01},0.28165584415584416,0.43909313725490196,0.36047149122807015,0.3811776061776062,0.46289682539682536,0.38505898084264956,0.06370280762341868,6
0.05587444305419922,0.004166166584888918,0.003934907913208008,0.0009210477903582035,0.1,{'C': 0.1},0.3819010416666666,0.529985119047619,0.44940476190476186,0.5488839285714285,0.5081845238095238,0.4836718749999999,0.060876819913854234,1
0.07872076034545898,0.026003414852852794,0.004177093505859375,0.0013079146846178191,1.0,{'C': 1},0.3990301724137931,0.5332188644688645,0.46923076923076923,0.526365995115995,0.4484508547008547,0.47525933118605534,0.05007418739079426,3
0.07382144927978515,0.028442924937638697,0.005338287353515625,0.0020789960469205747,5.0,{'C': 5},0.4625801282051283,0.4411515567765568,0.5204166666666666,0.46316964285714285,0.4591346153846154,0.469290521978022,0.02680045155540182,4
0.05077638626098633,0.0063900781020946665,0.004836750030517578,0.0008883274744628221,10.0,{'C': 10},0.4625801282051283,0.41984036796536794,0.5204166666666666,0.4944858130999435,0.48263888888888884,0.47599237296519903,0.03374207269217644,2
0.07496681213378906,0.006066905113463796,0.004341840744018555,0.00031035048186525243,20.0,{'C': 20},0.4937689393939394,0.37296536796536794,0.45932539682539675,0.5237193362193362,0.48263888888888884,0.46648358585858585,0.0511435473956716,5
